1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,124,Canada,2016,Male,55 to 64 years old,Urban,-,2.5999992,-,-,Percentage,Country data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,124,Canada,2016,Male,55 to 64 years old,Rural,-,3.1000008,-,-,Percentage,Country data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,124,Canada,2016,Male,55 to 64 years old,All areas,-,2.7,-,-,Percentage,Country data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,124,Canada,2016,Male,25 to 44 years old,Urban,-,2.2000008,-,-,Percentage,Country data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,124,Canada,2016,Male,25 to 44 years old,Rural,-,2.7,-,-,Percentage,Country data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,124,Canada,2016,Male,25 to 44 years old,All areas,-,2.2999992,-,-,Percentage,Country data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,208,Denmark,2009,Female,20 to 74 years old,All areas,-,3.75,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,208,Denmark,2009,Male,20 to 74 years old,All areas,-,2.7,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic and care work is not included.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,208,Denmark,2001,Female,16 years old and over,All areas,-,3.4999992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,208,Denmark,2001,Male,16 years old and over,All areas,-,2.4333,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Female,65 years old and over,All areas,-,5.6167008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Female,10 years old and over,All areas,-,4.7833008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Female,15 to 24 years old,All areas,-,3.4666992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Female,25 to 44 years old,All areas,-,5.2833,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Female,45 to 64 years old,All areas,-,5.4499992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Male,65 years old and over,All areas,-,4.2499992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Male,10 years old and over,All areas,-,2.6833008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Male,15 to 24 years old,All areas,-,1.6833,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Male,25 to 44 years old,All areas,-,2.7832992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2000,Male,45 to 64 years old,All areas,-,3.5500008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Female,65 years old and over,All areas,-,4.8667008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Female,10 years old and over,All areas,-,4.1332992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Female,15 to 24 years old,All areas,-,2.3332992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Female,25 to 44 years old,All areas,-,4.7332992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Female,45 to 64 years old,All areas,-,4.1833008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Male,65 years old and over,All areas,-,4.0999992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Male,10 years old and over,All areas,-,2.5833,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Male,15 to 24 years old,All areas,-,1.2499992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Male,25 to 44 years old,All areas,-,2.5000008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,233,Estonia,2010,Male,45 to 64 years old,All areas,-,3.0832992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,15 years old and over,Urban,-,3.6679992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,15 years old and over,Rural,-,4.398,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,15 years old and over,All areas,-,3.7969992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,65 years old and over,Urban,-,3.783,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,65 years old and over,Rural,-,4.086,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,65 years old and over,All areas,-,3.846,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,10 years old and over,Urban,-,3.5080008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,10 years old and over,Rural,-,4.0750008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,10 years old and over,All areas,-,3.6109992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,246,Finland,2000,Female,15 to 24 years old,Urban,-,2.2090008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
