1b - Average number of hours spent on unpaid domestic chores  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,124,Canada,2016,Male,55 to 64 years old,All areas,-,2.7,-,-,Percentage,Country data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,124,Canada,2016,Male,25 to 44 years old,Urban,-,1.6000008,-,-,Percentage,Country data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,124,Canada,2016,Male,25 to 44 years old,Rural,-,2.4,-,-,Percentage,Country data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,124,Canada,2016,Male,25 to 44 years old,All areas,-,1.6999992,-,-,Percentage,Country data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,208,Denmark,2009,Female,20 to 74 years old,All areas,-,2.9667,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,208,Denmark,2009,Male,20 to 74 years old,All areas,-,2.25,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Female,65 years old and over,All areas,-,5.55,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Female,10 years old and over,All areas,-,4.2667008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Female,15 to 24 years old,All areas,-,2.5999992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Female,25 to 44 years old,All areas,-,4.3333008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Female,45 to 64 years old,All areas,-,5.2833,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Male,65 years old and over,All areas,-,4.2,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Male,10 years old and over,All areas,-,2.55,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Male,15 to 24 years old,All areas,-,1.6167,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Male,25 to 44 years old,All areas,-,2.4333,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2000,Male,45 to 64 years old,All areas,-,3.4999992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2010,Female,65 years old and over,All areas,-,4.8,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2010,Female,10 years old and over,All areas,-,3.6166992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2010,Female,25 to 44 years old,All areas,-,3.4000008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2010,Female,45 to 64 years old,All areas,-,4.0833,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,233,Estonia,2010,Male,10 years old and over,All areas,-,2.4,-,-,Percentage,Country adjusted data,-,Unpaid domestic work includes "travel related to household and family care".,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,15 years old and over,Urban,-,3.2290008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,15 years old and over,Rural,-,3.996,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,15 years old and over,All areas,-,3.3640008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,65 years old and over,Urban,-,3.7549992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,65 years old and over,Rural,-,4.044,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,65 years old and over,All areas,-,3.8149992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,10 years old and over,Urban,-,3.093,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,10 years old and over,Rural,-,3.7069992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,10 years old and over,All areas,-,3.204,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,15 to 24 years old,Urban,-,1.8859992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,15 to 24 years old,Rural,-,2.1409992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,15 to 24 years old,All areas,-,1.9219992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,45 to 54 years old,Urban,-,3.3730008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,45 to 54 years old,Rural,-,4.509,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,45 to 54 years old,All areas,-,3.579,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,55 to 64 years old,Urban,-,3.909,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,55 to 64 years old,Rural,-,5.0479992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,55 to 64 years old,All areas,-,4.1479992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,25 to 44 years old,Urban,-,3.2149992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,25 to 44 years old,Rural,-,3.7969992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Female,25 to 44 years old,All areas,-,3.3040008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Male,15 years old and over,Urban,-,2.1640008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Male,15 years old and over,Rural,-,2.4259992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,246,Finland,2000,Male,15 years old and over,All areas,-,2.2150008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
