13 - Gender gap in wages  by occupation  age and persons with disabilities

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Professionals (isco-88),21.7,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Technicians and associate professionals (isco-88),17.6,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Clerks (isco-88),13.9,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Service workers and shop and market sales workers (isco-88),9.6,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Craft and related trades workers (isco-88),11.8,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Plant and machine operators and assemblers (isco-88),12.2,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2006,Both sexes,-,-,Elementary occupations (isco-88),9.3,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding public administration  and activities of households as employers and of extraterritorial organisations and bodies,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,All occupations (isco-88),9.8,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Legislators  senior officials and managers (isco-88),24.5,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Professionals (isco-88),18.9,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Technicians and associate professionals (isco-88),14,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Clerks (isco-88),11.4,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Service workers and shop and market sales workers (isco-88),7.9,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Craft and related trades workers (isco-88),7.9,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Plant and machine operators and assemblers (isco-88),8.8,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Female,-,-,Elementary occupations (isco-88),7.8,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,40,Austria,2002,Male,-,-,All occupations (isco-88),13.3,-,-,Current local currency,Country data,-,Local currency: AUT - Euro(EUR),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture and non-market services,Economic activity coverage: Excluding agriculture  hunting  forestry and fishing,-,-
