5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Male,4.8,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Both sexes,8.91,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Female,32.65,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Male,5.37,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Both sexes,10.37,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Female,28.98,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Male,4.93,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Both sexes,9.13,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Female,26.72,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Male,4.1,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,7.88,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Female,20.76,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Male,3.36,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Both sexes,5.47,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Female,19.53,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Male,2.46,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Both sexes,4.95,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Female,19.89,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Male,2.37,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Both sexes,5.13,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2016,Female,19.65,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2016,Male,2.33,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,364,Iran (Islamic Republic of),2016,Both sexes,5.31,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2000,Female,3.36,-,-,Country data,National,Age coverage - minimum age: 12 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2000,Male,1.29,-,-,Country data,National,Age coverage - minimum age: 12 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2000,Both sexes,1.98,-,-,Country data,National,Age coverage - minimum age: 12 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,1995,Female,12.15,-,-,Country data,National,Age coverage - minimum age: 12 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,1995,Male,4.11,-,-,Country data,National,Age coverage - minimum age: 12 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,1995,Both sexes,6.28,-,-,Country data,National,Age coverage - minimum age: 12 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2014,Female,8.93,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2014,Male,2.91,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2014,Both sexes,5.12,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2016,Female,3.95,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2016,Male,2.35,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Southern Asia,462,Maldives,2016,Both sexes,2.97,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Southern Asia,524,Nepal,2008,Female,63.86,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Southern Asia,524,Nepal,2008,Male,23.16,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Southern Asia,524,Nepal,2008,Both sexes,44.29,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Southern Asia,586,Pakistan,1999,Female,63.31,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Southern Asia,586,Pakistan,1999,Male,15.74,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: January | Population coverage: Excluding armed forces and/or conscripts
